NZ_FWWR01000017.1_2	iCHOv1.100762871	28.8	302	184	8	7	283	15	310	6.94e-24	103
NZ_FWWR01000017.1_2	iCHOv1.100751194	23.4	512	299	13	9	437	84	585	1.30e-22	100
NZ_FWWR01000017.1_2	iAT_PLT_636.11254	23.0	521	306	14	3	436	28	540	5.22e-22	98.6
NZ_FWWR01000017.1_2	iCHOv1.100758864	25.0	300	192	5	7	279	59	352	7.82e-22	98.2
NZ_FWWR01000017.1_2	iCHOv1.100762288	25.0	304	192	7	6	279	24	321	1.66e-20	94.0
NZ_FWWR01000017.1_5	iYS854.USA300HOU_RS13755	32.6	46	31	0	1	46	5	50	2.89e-07	43.1
NZ_FWWR01000017.1_6	iCN900.CD630_07980	22.8	302	212	2	18	319	90	370	1.61e-14	73.9
NZ_FWWR01000017.1_12	iCHOv1.100762274	35.2	88	41	3	1	88	1	72	2.68e-05	44.3
NZ_FWWR01000017.1_12	iAT_PLT_636.445	35.2	88	41	3	1	88	33	104	8.56e-05	43.9
NZ_FWWR01000017.1_13	iNF517.LLMG_RS01990	31.4	293	162	11	19	306	2	260	7.96e-31	119
NZ_FWWR01000017.1_18	iCN900.CD630_08930	38.1	488	286	5	11	494	11	486	7.06e-88	278
NZ_FWWR01000017.1_18	iHN637.CLJU_RS18325	36.5	496	302	5	1	494	1	485	5.34e-87	275
NZ_FWWR01000017.1_18	iCN900.CD630_08940	36.4	489	295	7	11	494	11	488	2.08e-83	266
NZ_FWWR01000017.1_22	iYO844.BSU38110	35.0	226	144	3	1	223	1	226	1.34e-40	139
NZ_FWWR01000017.1_25	iYL1228.KPN_01467	31.3	99	64	2	361	455	25	123	3.05e-06	49.7
NZ_FWWR01000017.1_25	iML1515.b1386	29.0	107	72	2	353	455	17	123	1.60e-05	47.4
NZ_FWWR01000017.1_31	iAF987.Gmet_0816	49.2	61	30	1	74	133	1084	1144	1.55e-10	57.4
NZ_FWWR01000017.1_31	iYO844.BSU14860	46.3	67	35	1	72	137	1080	1146	2.88e-10	56.6
NZ_FWWR01000017.1_31	STM_v1_0.STM0055	39.4	132	56	3	3	133	479	587	5.87e-09	52.8
NZ_FWWR01000017.1_31	STM_v1_0.STM3352	39.4	132	56	3	3	133	479	587	5.87e-09	52.8
NZ_FWWR01000017.1_31	iEK1008.Rv3285	53.3	45	21	0	65	109	527	571	8.01e-09	52.4
NZ_FWWR01000017.1_31	iLB1027_lipid.PHATRDRAFT_51245	41.5	65	37	1	72	135	572	636	8.12e-09	52.4
NZ_FWWR01000017.1_31	iAT_PLT_636.5095	43.1	65	36	1	74	137	664	728	1.12e-08	52.0
NZ_FWWR01000017.1_32	iYL1228.KPN_00030	55.6	408	126	4	23	375	20	427	1.24e-126	372
NZ_FWWR01000017.1_32	STM_v1_0.STM0054	53.5	424	142	4	7	375	4	427	7.04e-126	370
NZ_FWWR01000017.1_32	STM_v1_0.STM3351	53.5	424	142	4	7	375	4	427	5.68e-125	367
NZ_FWWR01000017.1_35	iAF987.Gmet_3290	26.0	542	353	9	13	543	1	505	5.11e-50	181
NZ_FWWR01000017.1_35	iYO844.BSU18210	24.3	494	335	9	57	549	30	485	5.73e-48	174
NZ_FWWR01000017.1_35	iCHOv1.100756739	26.8	503	324	7	25	521	43	507	4.08e-45	167
NZ_FWWR01000017.1_35	iMM1415.78038	26.8	503	324	7	25	521	43	507	7.67e-45	167
NZ_FWWR01000017.1_35	iAT_PLT_636.64087	26.5	536	338	11	22	543	40	533	9.52e-44	164
NZ_FWWR01000017.1_36	iCN900.CD630_03960	56.9	262	113	0	5	266	1	262	1.05e-101	297
NZ_FWWR01000017.1_37	iCN900.CD630_03970	46.3	397	210	2	21	414	5	401	5.99e-118	350
NZ_FWWR01000017.1_38	iCN900.CD630_03980	40.1	374	220	4	6	378	4	374	1.44e-88	271
NZ_FWWR01000017.1_40	iCN900.CD630_04310	23.9	557	311	18	3	530	5	477	7.19e-20	92.8
NZ_FWWR01000017.1_40	iSynCJ816.SGL_RS04625	29.6	247	125	10	2	236	22	231	4.26e-19	87.8
NZ_FWWR01000017.1_40	iYO844.BSU02860	26.3	213	130	7	325	513	2	211	3.68e-19	86.7
NZ_FWWR01000017.1_51	iYL1228.KPN_00227	40.5	222	128	4	1	218	1	222	1.67e-56	180
NZ_FWWR01000017.1_51	STM_v1_0.STM0261	42.8	222	123	4	1	218	1	222	1.89e-55	177
NZ_FWWR01000017.1_51	iML1515.b0212	41.4	222	126	4	1	218	1	222	1.70e-53	172
NZ_FWWR01000017.1_51	iSF_1195.SF0198	40.4	230	133	4	1	226	1	230	1.70e-53	172
NZ_FWWR01000017.1_51	iSbBS512_1146.SbBS512_E0208	41.4	222	126	4	1	218	1	222	2.41e-53	172
NZ_FWWR01000017.1_51	iSSON_1240.SSON_0226	41.4	222	126	4	1	218	1	222	2.41e-53	172
NZ_FWWR01000017.1_51	iSDY_1059.SDY_0231	40.5	222	128	4	1	218	1	222	1.53e-51	167
NZ_FWWR01000017.1_52	iHN637.CLJU_RS14395	56.2	331	142	3	29	357	1	330	5.94e-126	365
NZ_FWWR01000017.1_52	iCN900.CD630_18320	54.4	327	147	2	29	354	1	326	5.39e-120	350
NZ_FWWR01000017.1_53	iHN637.CLJU_RS14385	40.2	331	188	7	12	332	15	345	1.40e-67	216
NZ_FWWR01000017.1_53	iCN900.CD630_18330	39.6	336	193	7	2	327	3	338	1.70e-66	213
NZ_FWWR01000017.1_53	iNF517.LLMG_RS09700	35.7	347	208	7	12	345	12	356	7.11e-66	211
NZ_FWWR01000017.1_53	iPC815.YPO0152	38.8	345	198	7	1	332	1	345	3.65e-64	207
NZ_FWWR01000017.1_53	STM_v1_0.STM3486	39.0	344	198	6	1	332	1	344	1.02e-63	206
NZ_FWWR01000017.1_53	iSSON_1240.SSON_3520	39.5	344	196	6	1	332	1	344	1.44e-63	206
NZ_FWWR01000017.1_53	iML1515.b3389	39.2	344	197	6	1	332	1	344	4.03e-63	204
NZ_FWWR01000017.1_53	iSF_1195.SF3407	39.2	344	197	6	1	332	1	344	5.67e-63	204
NZ_FWWR01000017.1_53	iSDY_1059.SDY_3690	39.2	344	197	6	1	332	1	344	7.99e-63	204
NZ_FWWR01000017.1_53	iYL1228.KPN_03760	39.2	344	197	6	1	332	1	344	1.19e-62	203
NZ_FWWR01000017.1_53	iYO844.BSU22700	38.9	357	198	9	7	350	8	357	1.58e-62	203
NZ_FWWR01000017.1_53	iSbBS512_1146.SbBS512_E3766	39.2	344	197	6	1	332	1	344	1.58e-62	203
NZ_FWWR01000017.1_54	iHN637.CLJU_RS14380	43.5	423	224	8	1	411	1	420	7.13e-102	308
NZ_FWWR01000017.1_54	iCN900.CD630_18340	40.9	430	233	8	1	411	4	431	2.82e-92	284
NZ_FWWR01000017.1_55	iCN900.CD630_18350	47.9	357	185	1	1	356	1	357	6.58e-117	342
NZ_FWWR01000017.1_55	iHN637.CLJU_RS14375	45.7	359	192	2	1	356	1	359	3.72e-106	315
NZ_FWWR01000017.1_56	iHN637.CLJU_RS14365	37.8	262	139	7	4	242	6	266	9.26e-44	153
NZ_FWWR01000017.1_56	iCN900.CD630_18370	35.7	263	143	8	3	243	4	262	2.78e-40	144
NZ_FWWR01000017.1_57	iAF987.Gmet_0981	50.4	139	69	0	1	139	1	139	8.64e-41	133
NZ_FWWR01000017.1_57	iLJ478.TM0349	45.7	138	73	1	1	138	1	136	1.36e-38	127
NZ_FWWR01000017.1_57	iJN1463.PP_2407	46.4	138	74	0	3	140	5	142	7.28e-37	123
NZ_FWWR01000017.1_57	iSynCJ816.SGL_RS06095	44.6	139	77	0	2	140	6	144	7.94e-37	123
NZ_FWWR01000017.1_57	iIT341.HP1038	44.4	142	76	2	1	139	1	142	6.96e-36	121
NZ_FWWR01000017.1_58	iEK1008.Rv2606c	68.9	280	87	0	2	281	11	290	1.87e-125	359
NZ_FWWR01000017.1_58	iLB1027_lipid.PHATRDRAFT_29885	67.4	273	89	0	2	274	19	291	7.21e-122	351
NZ_FWWR01000017.1_58	iYO844.BSU00110	63.9	285	100	1	2	286	6	287	6.59e-120	345
NZ_FWWR01000017.1_58	iHN637.CLJU_RS19490	64.6	280	99	0	7	286	8	287	5.55e-120	345
NZ_FWWR01000017.1_58	iYS854.USA300HOU_RS02730	61.7	274	103	1	15	286	20	293	4.02e-114	330
NZ_FWWR01000017.1_58	iLJ478.TM0473	63.6	272	99	0	15	286	20	291	5.33e-114	330
NZ_FWWR01000017.1_59	iCN900.CD630_36640	24.0	346	246	8	116	450	52	391	5.15e-20	91.3
NZ_FWWR01000017.1_66	iHN637.CLJU_RS17595	63.8	304	106	3	3	304	5	306	5.03e-132	377
NZ_FWWR01000017.1_66	iCN900.CD630_01840	60.9	302	116	2	3	304	5	304	8.52e-126	361
NZ_FWWR01000017.1_67	iHN637.CLJU_RS17590	43.8	144	77	1	1	140	1	144	4.39e-42	136
NZ_FWWR01000017.1_68	iCN900.CD630_01850	44.3	235	122	4	1	233	1	228	4.57e-65	201
NZ_FWWR01000017.1_69	iCN900.CD630_01860	53.7	296	136	1	4	298	5	300	8.16e-106	310
NZ_FWWR01000017.1_69	iHN637.CLJU_RS17575	52.9	295	138	1	5	298	2	296	1.34e-103	304
NZ_FWWR01000017.1_74	iML1515.b2415	47.5	80	42	0	1	80	1	80	9.36e-20	76.3
NZ_FWWR01000017.1_74	STM_v1_0.STM2431	47.5	80	42	0	1	80	1	80	9.36e-20	76.3
NZ_FWWR01000017.1_74	iSbBS512_1146.SbBS512_E2765	47.5	80	42	0	1	80	1	80	9.36e-20	76.3
NZ_FWWR01000017.1_74	iSDY_1059.SDY_2612	47.5	80	42	0	1	80	1	80	9.36e-20	76.3
NZ_FWWR01000017.1_74	iSF_1195.SF2470	47.5	80	42	0	1	80	1	80	9.36e-20	76.3
NZ_FWWR01000017.1_74	iSSON_1240.SSON_2504	47.5	80	42	0	1	80	1	80	9.36e-20	76.3
NZ_FWWR01000017.1_74	iYL1228.KPN_02762	46.3	80	43	0	1	80	1	80	1.88e-19	75.5
NZ_FWWR01000017.1_74	iNF517.LLMG_RS00670	45.6	79	43	0	1	79	1	79	2.89e-19	75.1
NZ_FWWR01000017.1_74	iPC815.YPO2993	46.3	80	43	0	1	80	1	80	3.78e-19	74.7
NZ_FWWR01000017.1_74	iYO844.BSU13900	40.5	84	50	0	1	84	1	84	6.65e-18	71.6
NZ_FWWR01000017.1_74	iYS854.USA300HOU_RS05395	44.0	75	42	0	10	84	10	84	3.80e-17	69.7
