NZ_HE978531.1_4	iHN637.CLJU_RS04570	49.1	399	194	7	13	408	4	396	9.95e-119	350
NZ_HE978531.1_4	iYS854.USA300HOU_RS00325	49.5	412	193	9	4	408	6	409	2.24e-115	342
NZ_HE978531.1_4	iYS854.USA300HOU_RS14320	46.8	412	204	9	4	408	6	409	3.00e-110	329
NZ_HE978531.1_5	iHN637.CLJU_RS13835	56.2	333	138	4	4	333	3	330	4.60e-127	366
NZ_HE978531.1_5	iCN900.CD630_20300	55.6	333	140	5	3	333	4	330	8.04e-125	361
NZ_HE978531.1_5	iYS854.USA300HOU_RS14315	55.9	333	141	3	2	333	7	334	7.02e-125	361
NZ_HE978531.1_5	STM_v1_0.STM4465	52.4	336	153	3	1	333	1	332	1.23e-122	355
NZ_HE978531.1_5	iHN637.CLJU_RS04575	53.9	336	147	4	1	333	1	331	4.82e-122	353
NZ_HE978531.1_5	iHN637.CLJU_RS12430	50.5	333	159	3	3	333	2	330	2.59e-119	347
NZ_HE978531.1_5	iNF517.LLMG_RS11590	53.6	332	144	4	6	333	16	341	8.51e-118	343
NZ_HE978531.1_5	iJN1463.PP_1000	50.1	335	163	3	1	333	1	333	4.67e-118	343
NZ_HE978531.1_5	iPC815.YPO3446	52.9	327	146	4	11	333	10	332	1.48e-116	340
NZ_HE978531.1_5	iYS854.USA300HOU_RS05860	52.2	335	148	4	4	333	3	330	3.20e-115	336
NZ_HE978531.1_5	iYS854.USA300HOU_RS00310	51.5	332	155	3	4	333	3	330	5.04e-114	333
NZ_HE978531.1_5	iML1515.b0273	52.1	334	152	4	4	333	3	332	8.77e-113	330
NZ_HE978531.1_6	iHN637.CLJU_RS07500	57.7	310	130	1	1	309	1	310	8.19e-122	351
NZ_HE978531.1_6	iHN637.CLJU_RS13830	58.3	312	123	3	5	309	3	314	1.35e-116	338
NZ_HE978531.1_6	iYS854.USA300HOU_RS00305	55.5	308	133	3	5	310	3	308	7.06e-115	333
NZ_HE978531.1_6	iHN637.CLJU_RS11590	55.1	312	133	3	5	309	3	314	7.52e-114	331
NZ_HE978531.1_6	iYS854.USA300HOU_RS05865	54.7	311	134	4	5	311	3	310	3.40e-113	329
NZ_HE978531.1_6	iHN637.CLJU_RS04585	55.3	313	130	4	5	310	2	311	5.30e-110	322
NZ_HE978531.1_7	iCN900.CD630_31000	33.3	429	248	6	67	495	68	458	2.19e-62	210
NZ_HE978531.1_8	iEK1008.Rv0125	29.3	290	160	11	92	359	67	333	3.04e-18	85.1
NZ_HE978531.1_24	iML1515.b3291	39.8	108	56	2	3	101	5	112	3.27e-16	69.7
NZ_HE978531.1_25	iML1515.b1813	24.1	170	109	3	18	186	33	183	3.84e-08	50.8
NZ_HE978531.1_27	iHN637.CLJU_RS05525	27.2	360	240	11	43	395	53	397	5.07e-29	116
NZ_HE978531.1_27	iJN1463.PP_4803	29.7	360	216	10	43	389	38	373	7.54e-29	115
NZ_HE978531.1_28	iCN900.CD630_00150	48.7	150	77	0	1	150	1	150	3.67e-41	134
NZ_HE978531.1_28	iYO844.BSU00180	46.0	150	81	0	3	152	4	153	2.28e-39	130
NZ_HE978531.1_30	iLJ478.TM0327	36.7	267	164	5	47	309	40	305	1.46e-44	154
NZ_HE978531.1_30	iYS854.USA300HOU_RS12475	33.2	286	180	7	32	308	27	310	8.10e-40	141
NZ_HE978531.1_30	iAF692.Mbar_A1431	31.2	314	202	9	9	314	3	310	5.37e-38	140
NZ_HE978531.1_31	iNF517.LLMG_RS03940	48.3	203	104	1	3	204	4	206	1.36e-65	200
NZ_HE978531.1_31	iYO844.BSU27330	46.8	201	106	1	5	204	7	207	1.21e-62	193
NZ_HE978531.1_31	iYS854.USA300HOU_RS08580	46.3	203	108	1	3	204	4	206	1.06e-62	193
NZ_HE978531.1_31	iPC815.YPO1524	48.0	204	101	1	5	203	10	213	2.22e-58	182
NZ_HE978531.1_32	iSynCJ816.SGL_RS12820	39.8	575	303	10	36	567	141	715	2.58e-132	405
NZ_HE978531.1_32	iYO844.BSU30980	40.4	559	317	10	25	567	23	581	1.82e-133	403
NZ_HE978531.1_32	iJN1463.PP_4058	36.9	559	327	9	35	567	140	698	3.39e-119	370
NZ_HE978531.1_34	iNF517.LLMG_RS07320	30.6	271	173	8	113	377	88	349	4.72e-31	120
NZ_HE978531.1_34	iNF517.LLMG_RS01990	31.9	229	146	4	112	339	61	280	8.84e-30	116
NZ_HE978531.1_37	iCN900.CD630_08000	52.8	252	118	1	1	252	4	254	3.15e-88	262
NZ_HE978531.1_37	iCN900.CD630_10570	54.9	253	113	1	3	255	11	262	1.06e-87	261
NZ_HE978531.1_40	iHN637.CLJU_RS06465	23.4	338	208	10	342	656	10	319	4.43e-18	85.5
NZ_HE978531.1_43	STM_v1_0.STM1502	36.3	91	57	1	73	162	65	155	4.12e-11	58.9
NZ_HE978531.1_43	iML1515.b1584	33.7	86	57	0	73	158	65	150	3.98e-10	56.2
NZ_HE978531.1_43	iYS854.USA300HOU_RS00270	33.0	100	66	1	72	171	58	156	5.57e-10	55.5
NZ_HE978531.1_43	iNF517.LLMG_RS04495	34.3	99	64	1	73	171	68	165	9.65e-10	55.1
NZ_HE978531.1_43	iYL1228.KPN_01583	35.7	84	53	1	80	162	72	155	2.75e-09	53.9
NZ_HE978531.1_46	iAM_Pb448.PBANKA_132330	28.2	220	134	9	3	217	13	213	1.46e-12	64.3
NZ_HE978531.1_47	iLJ478.TM1379	35.3	422	268	3	1	419	1	420	6.26e-80	253
NZ_HE978531.1_47	iCN718.ABAYE_RS04335	35.0	423	267	5	1	420	1	418	1.17e-79	252
NZ_HE978531.1_47	iJN1463.PP_4000	37.9	393	236	6	36	422	33	423	3.94e-78	248
NZ_HE978531.1_47	iPC815.YPO1379	35.1	433	264	7	1	422	1	427	9.58e-77	244
NZ_HE978531.1_47	iAF692.Mbar_A0541	35.4	424	267	5	1	424	28	444	2.32e-76	244
NZ_HE978531.1_47	iYL1228.KPN_00925	33.3	433	272	6	1	422	1	427	1.48e-75	241
NZ_HE978531.1_47	iAF987.Gmet_3528	35.1	427	268	4	1	424	1	421	3.41e-75	240
NZ_HE978531.1_47	STM_v1_0.STM0963	32.8	433	274	6	1	422	1	427	4.51e-74	238
NZ_HE978531.1_47	iSbBS512_1146.SbBS512_E2435	33.0	433	273	6	1	422	1	427	6.35e-74	237
NZ_HE978531.1_47	iSF_1195.SF0852	33.0	433	273	6	1	422	1	427	8.94e-74	237
NZ_HE978531.1_47	iSSON_1240.SSON_0894	33.0	433	273	6	1	422	1	427	8.94e-74	237
NZ_HE978531.1_47	iYS854.USA300HOU_RS00045	35.0	431	265	5	1	424	1	423	1.19e-73	236
NZ_HE978531.1_47	iSDY_1059.SDY_2368	32.8	433	274	6	1	422	1	427	1.37e-72	234
NZ_HE978531.1_49	iYS854.USA300HOU_RS08275	38.9	72	42	2	21	92	105	174	9.52e-10	52.4
NZ_HE978531.1_49	iCN900.CD630_34560	32.7	104	62	4	1	97	82	184	2.08e-09	51.6
NZ_HE978531.1_49	iSynCJ816.SGL_RS04360	33.7	92	55	2	12	97	91	182	2.07e-08	48.9
NZ_HE978531.1_55	iHN637.CLJU_RS14390	37.5	283	153	9	3	267	9	285	1.05e-41	144
NZ_HE978531.1_56	iCN900.CD630_18330	42.6	350	189	8	2	339	4	353	1.01e-81	252
NZ_HE978531.1_56	iHN637.CLJU_RS14385	40.9	337	187	6	11	335	15	351	3.74e-78	243
NZ_HE978531.1_57	iCN900.CD630_18340	38.4	112	58	2	5	105	3	114	5.38e-13	64.3
NZ_HE978531.1_57	iHN637.CLJU_RS14380	37.6	93	57	1	6	97	4	96	2.51e-12	62.4
NZ_HE978531.1_58	iCN900.CD630_18340	35.6	135	86	1	11	144	150	284	3.54e-18	79.7
NZ_HE978531.1_59	iHN637.CLJU_RS14380	44.1	93	50	1	1	91	328	420	4.08e-18	77.0
NZ_HE978531.1_59	iCN900.CD630_18340	45.7	94	48	2	1	91	338	431	3.77e-17	74.3
NZ_HE978531.1_60	iHN637.CLJU_RS14365	41.2	267	138	6	89	338	6	270	1.84e-47	165
NZ_HE978531.1_60	iCN900.CD630_18370	36.4	264	138	5	88	328	4	260	7.02e-45	158
NZ_HE978531.1_61	iLJ478.TM0349	42.4	144	81	1	1	144	1	142	1.31e-41	135
NZ_HE978531.1_61	iAF987.Gmet_0981	46.4	138	74	0	1	138	1	138	5.49e-37	123
NZ_HE978531.1_65	iNF517.LLMG_RS00430	55.8	346	144	3	2	346	3	340	1.73e-131	379
